category	de_genes
GO:0006261	FBGN0003502,FBGN0010316,FBGN0040290,FBGN0050085,FBGN0027375,FBGN0035644,FBGN0029975,FBGN0032698,FBGN0038118,FBGN0038608,FBGN0033890,FBGN0026143,FBGN0020633,FBGN0041171
GO:0045005	FBGN0050085,FBGN0035644,FBGN0032698,FBGN0038118,FBGN0038608
GO:0016769	FBGN0001124,FBGN0001091,FBGN0039580,FBGN0030482
GO:0031298	FBGN0032698,FBGN0038118
GO:0009719	FBGN0262733,FBGN0039257,FBGN0261560,FBGN0032956,FBGN0043364,FBGN0004507,FBGN0044047,FBGN0036732,FBGN0267824,FBGN0003317,FBGN0032451,FBGN0033649,FBGN0020493,FBGN0014906,FBGN0024250,FBGN0010223,FBGN0031461,FBGN0020386,FBGN0262103,FBGN0063667,FBGN0265048,FBGN0041604,FBGN0000490,FBGN0003041,FBGN0286198,FBGN0261445,FBGN0263593,FBGN0041191,FBGN0001257,FBGN0028717,FBGN0001942,FBGN0036746,FBGN0085450
GO:0060249	FBGN0003360,FBGN0000071,FBGN0034718,FBGN0030037,FBGN0000299,FBGN0027348,FBGN0285963,FBGN0010470,FBGN0010395,FBGN0261563,FBGN0250906,FBGN0020618,FBGN0003507,FBGN0262081,FBGN0031268,FBGN0020391,FBGN0033483,FBGN0003053,FBGN0003366,FBGN0004456
GO:0046348	FBGN0013763,FBGN0020414,FBGN0020416,FBGN0022702
GO:1901072	FBGN0013763,FBGN0020414,FBGN0020416,FBGN0022702
GO:0030291	FBGN0010316,FBGN0022382
GO:0015865	FBGN0003360,FBGN0025111
GO:0015868	FBGN0003360,FBGN0025111
GO:0062012	FBGN0003360,FBGN0266064,FBGN0004507,FBGN0262103,FBGN0020618,FBGN0263593,FBGN0261283
GO:0002804	FBGN0011274,FBGN0039494,FBGN0033402
GO:0002213	FBGN0264437,FBGN0028990
GO:0009898	FBGN0264753,FBGN0262733,FBGN0267252,FBGN0001122,FBGN0010223,FBGN0033402,FBGN0262127,FBGN0025574,FBGN0261983,FBGN0037917
GO:0019217	FBGN0263593,FBGN0261283
GO:0016903	FBGN0039827,FBGN0001091,FBGN0028325,FBGN0029975,FBGN0267408,FBGN0036857,FBGN0023537,FBGN0038349
GO:0015766	FBGN0035968,FBGN0050035
GO:0015772	FBGN0035968,FBGN0050035
GO:0019203	FBGN0032820,FBGN0027621
GO:0051179	FBGN0026562,FBGN0003360,FBGN0025111,FBGN0029896,FBGN0040099,FBGN0023479,FBGN0264753,FBGN0262733,FBGN0033913,FBGN0052407,FBGN0051092,FBGN0261673,FBGN0063649,FBGN0260011,FBGN0024315,FBGN0031449,FBGN0033635,FBGN0037239,FBGN0263232,FBGN0034885,FBGN0034389,FBGN0023549,FBGN0036299,FBGN0040388,FBGN0035968,FBGN0030805,FBGN0031359,FBGN0053516,FBGN0038198,FBGN0003502,FBGN0039714,FBGN0034718,FBGN0086365,FBGN0013811,FBGN0031307,FBGN0030529,FBGN0027594,FBGN0025678,FBGN0036007,FBGN0267488,FBGN0032036,FBGN0039886,FBGN0034400,FBGN0030349,FBGN0031516,FBGN0259111,FBGN0041342,FBGN0039637,FBGN0036732,FBGN0264693,FBGN0260933,FBGN0266418,FBGN0010395,FBGN0263916,FBGN0265194,FBGN0027561,FBGN0000416,FBGN0015777,FBGN0259246,FBGN0002778,FBGN0000146,FBGN0032451,FBGN0032105,FBGN0024250,FBGN0000405,FBGN0035001,FBGN0038720,FBGN0010097,FBGN0028563,FBGN0032005,FBGN0033368,FBGN0046763,FBGN0033926,FBGN0027525,FBGN0261547,FBGN0267727,FBGN0265042,FBGN0015795,FBGN0030752,FBGN0265048,FBGN0032899,FBGN0038237,FBGN0036641,FBGN0029608,FBGN0041604,FBGN0011674,FBGN0000256,FBGN0261444,FBGN0029092,FBGN0052677,FBGN0011710,FBGN0003891,FBGN0003507,FBGN0035523,FBGN0031012,FBGN0028939,FBGN0035165,FBGN0031049,FBGN0010300,FBGN0035390,FBGN0038261,FBGN0003041,FBGN0265274,FBGN0039178,FBGN0036770,FBGN0003557,FBGN0036449,FBGN0034793,FBGN0001206,FBGN0051116,FBGN0036059,FBGN0039644,FBGN0267975,FBGN0035173,FBGN0032420,FBGN0024273,FBGN0263257,FBGN0029881,FBGN0034970,FBGN0004387,FBGN0029147,FBGN0014029,FBGN0086757,FBGN0025683,FBGN0035850,FBGN0043362,FBGN0034403,FBGN0033483,FBGN0050344,FBGN0010549,FBGN0014033,FBGN0053558,FBGN0036279,FBGN0029975,FBGN0013997,FBGN0050035,FBGN0266758,FBGN0025865,FBGN0030343,FBGN0016693,FBGN0037896,FBGN0286785,FBGN0087035,FBGN0020762,FBGN0032785,FBGN0010246,FBGN0243512,FBGN0001197,FBGN0036257,FBGN0036764,FBGN0003053,FBGN0027932,FBGN0027657,FBGN0031752,FBGN0085434,FBGN0032421,FBGN0051477,FBGN0037884,FBGN0053508,FBGN0041191,FBGN0037852,FBGN0031170,FBGN0002567,FBGN0001257,FBGN0028671,FBGN0035113,FBGN0086357,FBGN0035969,FBGN0033205,FBGN0030576,FBGN0023169,FBGN0040477,FBGN0004512,FBGN0028646,FBGN0032026,FBGN0029870,FBGN0026319,FBGN0265003,FBGN0000535,FBGN0261285,FBGN0039525,FBGN0022213,FBGN0261983,FBGN0025693,FBGN0028717,FBGN0000147,FBGN0265011,FBGN0028491,FBGN0000578,FBGN0034523,FBGN0030685,FBGN0053181,FBGN0031220,FBGN0026409,FBGN0031990,FBGN0035295,FBGN0014141,FBGN0030403,FBGN0031304,FBGN0060296,FBGN0261931,FBGN0030412,FBGN0034447,FBGN0036199,FBGN0250757,FBGN0035023,FBGN0263197,FBGN0010909,FBGN0033357
GO:0016054	FBGN0032775,FBGN0014906,FBGN0032881,FBGN0035811,FBGN0027945,FBGN0286198,FBGN0029823,FBGN0263593,FBGN0025352,FBGN0023537,FBGN0033717,FBGN0039094,FBGN0034390,FBGN0030612
GO:0016651	FBGN0013680,FBGN0025628,FBGN0013685,FBGN0283531,FBGN0031771
GO:0004097	FBGN0283437,FBGN0033367
GO:0004503	FBGN0283437,FBGN0033367
GO:0005884	FBGN0010225,FBGN0085446,FBGN0000256,FBGN0029881,FBGN0025865,FBGN0030685,FBGN0014141
GO:1902889	FBGN0032105
GO:0009308	FBGN0283437,FBGN0033367,FBGN0037153,FBGN0032482,FBGN0036272,FBGN0003308
GO:0030097	FBGN0035147,FBGN0003447,FBGN0266452,FBGN0033649,FBGN0031888,FBGN0004197,FBGN0036752,FBGN0003507,FBGN0000490,FBGN0034793,FBGN0032078,FBGN0029870,FBGN0014141
GO:1903825	FBGN0037239,FBGN0036007,FBGN0032036,FBGN0002778,FBGN0033368,FBGN0036279,FBGN0036764,FBGN0035969,FBGN0028646,FBGN0039525,FBGN0036199
GO:1905039	FBGN0037239,FBGN0036007,FBGN0032036,FBGN0002778,FBGN0033368,FBGN0036279,FBGN0036764,FBGN0035969,FBGN0028646,FBGN0039525,FBGN0036199
GO:0008442	FBGN0034390
GO:0034762	FBGN0264753,FBGN0015777,FBGN0032899,FBGN0032420,FBGN0032421,FBGN0086357,FBGN0000535,FBGN0261931
GO:1902410	FBGN0000405,FBGN0003041,FBGN0035295
GO:0050997	FBGN0039827,FBGN0041342,FBGN0037607
GO:0014067	FBGN0035850,FBGN0029975,FBGN0001257
GO:0009067	FBGN0001124,FBGN0270926,FBGN0286198
GO:0004793	FBGN0039094
GO:0008732	FBGN0039094
GO:0030725	FBGN0262733,FBGN0003502,FBGN0025865,FBGN0014141
GO:0008111	FBGN0032881
GO:0008587	FBGN0010470,FBGN0046763,FBGN0004197,FBGN0041604,FBGN0003557,FBGN0263593,FBGN0016693,FBGN0020249,FBGN0004456,FBGN0000244
GO:0060389	FBGN0020493,FBGN0031461,FBGN0000490
GO:0008315	FBGN0003525,FBGN0011206
GO:0019388	FBGN0035147,FBGN0263200
GO:0033499	FBGN0035147,FBGN0263200
GO:0008113	FBGN0000565
GO:0033744	FBGN0000565
GO:0036456	FBGN0000565
GO:0031204	FBGN0031049,FBGN0086357
GO:0071361	FBGN0033188,FBGN0022382,FBGN0027932
GO:0045177	FBGN0036985,FBGN0033635,FBGN0034885,FBGN0035968,FBGN0003502,FBGN0030529,FBGN0267488,FBGN0032859,FBGN0264693,FBGN0087007,FBGN0004197,FBGN0038237,FBGN0011674,FBGN0010300,FBGN0033033,FBGN0051116,FBGN0262127,FBGN0286785,FBGN0053193,FBGN0026319,FBGN0261983,FBGN0265011,FBGN0037917,FBGN0004456,FBGN0014141
GO:0051233	FBGN0032105,FBGN0000405,FBGN0035001,FBGN0011606,FBGN0034403,FBGN0000147
GO:0034764	FBGN0015777,FBGN0032899,FBGN0032420,FBGN0032421,FBGN0086357,FBGN0000535
GO:0110122	FBGN0033649,FBGN0003041
GO:0043292	FBGN0086355,FBGN0001091,FBGN0086906,FBGN0014869,FBGN0250906,FBGN0033926,FBGN0036641,FBGN0052311,FBGN0086708,FBGN0000064,FBGN0014141,FBGN0002773
GO:0061724	FBGN0036449,FBGN0041191,FBGN0023169
GO:0048332	FBGN0033649,FBGN0003507,FBGN0029002,FBGN0003041,FBGN0261445,FBGN0037672
GO:0030017	FBGN0086355,FBGN0001091,FBGN0086906,FBGN0014869,FBGN0250906,FBGN0033926,FBGN0036641,FBGN0052311,FBGN0086708,FBGN0000064,FBGN0014141
GO:0004136	FBGN0022338
GO:0004137	FBGN0022338
GO:0004138	FBGN0022338
GO:0004797	FBGN0022338
GO:0019136	FBGN0022338
GO:0043771	FBGN0022338
GO:0071345	FBGN0086358,FBGN0033483,FBGN0243512,FBGN0283531,FBGN0026323,FBGN0010909
GO:0000076	FBGN0261278,FBGN0032698,FBGN0038118,FBGN0052251
GO:0036094	FBGN0039827,FBGN0027279,FBGN0040099,FBGN0264753,FBGN0262733,FBGN0037754,FBGN0031150,FBGN0031449,FBGN0027580,FBGN0003502,FBGN0086450,FBGN0001124,FBGN0004507,FBGN0036824,FBGN0028473,FBGN0036663,FBGN0013811,FBGN0005640,FBGN0263873,FBGN0010591,FBGN0027091,FBGN0031913,FBGN0001122,FBGN0030598,FBGN0003074,FBGN0036896,FBGN0039776,FBGN0001091,FBGN0031516,FBGN0032775,FBGN0261278,FBGN0025628,FBGN0003317,FBGN0027836,FBGN0250906,FBGN0040290,FBGN0035001,FBGN0037607,FBGN0010097,FBGN0010223,FBGN0027597,FBGN0022338,FBGN0033079,FBGN0020386,FBGN0262103,FBGN0022382,FBGN0015795,FBGN0029664,FBGN0011606,FBGN0011710,FBGN0042094,FBGN0262081,FBGN0023507,FBGN0027375,FBGN0020391,FBGN0039644,FBGN0030672,FBGN0003890,FBGN0035811,FBGN0031992,FBGN0004387,FBGN0014029,FBGN0034950,FBGN0010549,FBGN0029823,FBGN0261445,FBGN0265045,FBGN0086708,FBGN0030343,FBGN0016693,FBGN0037896,FBGN0020762,FBGN0010246,FBGN0020764,FBGN0027621,FBGN0027657,FBGN0003366,FBGN0267408,FBGN0039788,FBGN0003886,FBGN0011754,FBGN0003888,FBGN0041191,FBGN0031170,FBGN0002567,FBGN0012034,FBGN0023169,FBGN0029970,FBGN0036147,FBGN0004512,FBGN0032026,FBGN0029870,FBGN0002891,FBGN0000147,FBGN0023537,FBGN0001942,FBGN0031771,FBGN0038349,FBGN0026418,FBGN0026323,FBGN0031220,FBGN0020633,FBGN0036702,FBGN0011659,FBGN0030403,FBGN0053056,FBGN0034390,FBGN0030588,FBGN0030612,FBGN0038145,FBGN0010909,FBGN0003308
GO:1903201	FBGN0039809,FBGN0266377
GO:1990542	FBGN0003360,FBGN0025111,FBGN0037239,FBGN0031359,FBGN0037852,FBGN0028646,FBGN0039525,FBGN0026409,FBGN0033357
GO:0014065	FBGN0035850,FBGN0029975,FBGN0263593,FBGN0001257,FBGN0028717
GO:0010959	FBGN0264753,FBGN0263916,FBGN0015777,FBGN0032899,FBGN0032420,FBGN0032421,FBGN0086357,FBGN0000535,FBGN0261931
GO:0006259	FBGN0003502,FBGN0035150,FBGN0039593,FBGN0010316,FBGN0010382,FBGN0040290,FBGN0261258,FBGN0050085,FBGN0011606,FBGN0038815,FBGN0027375,FBGN0028434,FBGN0266421,FBGN0001206,FBGN0025682,FBGN0261109,FBGN0035644,FBGN0004872,FBGN0029975,FBGN0004584,FBGN0037901,FBGN0032698,FBGN0038118,FBGN0038608,FBGN0265003,FBGN0002891,FBGN0033890,FBGN0000147,FBGN0031399,FBGN0041627,FBGN0027620,FBGN0035769,FBGN0026143,FBGN0020633,FBGN0011659,FBGN0031540,FBGN0041171
GO:0071566	FBGN0030305
GO:0035185	FBGN0033890,FBGN0040765
GO:0022008	FBGN0039155,FBGN0000071,FBGN0011260,FBGN0262733,FBGN0039109,FBGN0040271,FBGN0004369,FBGN0040388,FBGN0034718,FBGN0015371,FBGN0259749,FBGN0037680,FBGN0004108,FBGN0011274,FBGN0011722,FBGN0263873,FBGN0027594,FBGN0260745,FBGN0036007,FBGN0001122,FBGN0036896,FBGN0045852,FBGN0001114,FBGN0003447,FBGN0013765,FBGN0266418,FBGN0015777,FBGN0010382,FBGN0261563,FBGN0032451,FBGN0011259,FBGN0033649,FBGN0010894,FBGN0020493,FBGN0031888,FBGN0035001,FBGN0037240,FBGN0031461,FBGN0051352,FBGN0004197,FBGN0034476,FBGN0259734,FBGN0022382,FBGN0038545,FBGN0002609,FBGN0041604,FBGN0011674,FBGN0001297,FBGN0029092,FBGN0004652,FBGN0029114,FBGN0010300,FBGN0000490,FBGN0003041,FBGN0025740,FBGN0003557,FBGN0263118,FBGN0011592,FBGN0020391,FBGN0036059,FBGN0262127,FBGN0024273,FBGN0034013,FBGN0035708,FBGN0034970,FBGN0031816,FBGN0031988,FBGN0000139,FBGN0010768,FBGN0043362,FBGN0033483,FBGN0002543,FBGN0013997,FBGN0016693,FBGN0037896,FBGN0014163,FBGN0286785,FBGN0051005,FBGN0003053,FBGN0003366,FBGN0284221,FBGN0010194,FBGN0041191,FBGN0005636,FBGN0053193,FBGN0023169,FBGN0029970,FBGN0000535,FBGN0035539,FBGN0004861,FBGN0000147,FBGN0000578,FBGN0002945,FBGN0086253,FBGN0004456,FBGN0014141,FBGN0033032,FBGN0261931,FBGN0085450,FBGN0260632,FBGN0000547,FBGN0020887,FBGN0263197,FBGN0010909,FBGN0041171
GO:0007057	FBGN0010097,FBGN0010314
GO:0045010	FBGN0032859,FBGN0000256,FBGN0024273,FBGN0025865,FBGN0037884
GO:0009615	FBGN0043841,FBGN0262579,FBGN0034476,FBGN0086358,FBGN0028540,FBGN0035850,FBGN0087035,FBGN0086357,FBGN0026323
GO:0042023	FBGN0003502,FBGN0035644,FBGN0029975,FBGN0033890,FBGN0041171
GO:0048519	FBGN0003360,FBGN0025111,FBGN0264753,FBGN0011260,FBGN0262733,FBGN0031322,FBGN0040271,FBGN0262057,FBGN0024491,FBGN0261560,FBGN0036373,FBGN0032956,FBGN0043364,FBGN0028990,FBGN0004893,FBGN0034718,FBGN0015371,FBGN0040752,FBGN0004507,FBGN0039809,FBGN0260745,FBGN0033782,FBGN0001122,FBGN0262579,FBGN0010225,FBGN0045852,FBGN0027596,FBGN0261278,FBGN0031285,FBGN0031055,FBGN0267824,FBGN0010395,FBGN0263916,FBGN0010316,FBGN0033113,FBGN0003317,FBGN0010382,FBGN0000146,FBGN0032451,FBGN0011259,FBGN0020493,FBGN0024250,FBGN0031888,FBGN0031461,FBGN0020386,FBGN0004197,FBGN0050085,FBGN0262103,FBGN0022382,FBGN0266377,FBGN0038237,FBGN0032330,FBGN0001297,FBGN0020618,FBGN0003507,FBGN0262081,FBGN0013548,FBGN0031049,FBGN0038815,FBGN0032400,FBGN0010300,FBGN0000490,FBGN0264895,FBGN0003041,FBGN0052529,FBGN0025740,FBGN0027375,FBGN0001977,FBGN0015903,FBGN0003557,FBGN0011206,FBGN0036449,FBGN0031769,FBGN0001206,FBGN0032078,FBGN0262127,FBGN0024273,FBGN0259935,FBGN0029881,FBGN0034970,FBGN0031816,FBGN0035850,FBGN0000139,FBGN0034221,FBGN0286198,FBGN0000928,FBGN0033483,FBGN0051216,FBGN0034950,FBGN0004872,FBGN0053558,FBGN0265045,FBGN0029975,FBGN0263593,FBGN0035608,FBGN0038391,FBGN0003117,FBGN0262582,FBGN0286785,FBGN0087035,FBGN0286781,FBGN0051005,FBGN0025574,FBGN0243512,FBGN0001197,FBGN0036257,FBGN0260936,FBGN0003053,FBGN0032698,FBGN0284221,FBGN0011754,FBGN0041191,FBGN0001257,FBGN0053193,FBGN0086357,FBGN0038118,FBGN0023169,FBGN0040477,FBGN0037760,FBGN0038608,FBGN0029504,FBGN0283531,FBGN0261983,FBGN0004861,FBGN0031399,FBGN0001942,FBGN0027620,FBGN0029861,FBGN0000578,FBGN0031973,FBGN0020249,FBGN0030685,FBGN0002945,FBGN0086253,FBGN0035769,FBGN0031097,FBGN0004865,FBGN0014141,FBGN0261931,FBGN0004870,FBGN0085450,FBGN0036101,FBGN0003575,FBGN0011236,FBGN0017551,FBGN0265523,FBGN0029895,FBGN0000547,FBGN0020887,FBGN0263197,FBGN0052251,FBGN0010909,FBGN0041171
GO:0010821	FBGN0003360,FBGN0025111,FBGN0030037,FBGN0034793,FBGN0029870,FBGN0261283,FBGN0041171
GO:0051124	FBGN0003360,FBGN0262733,FBGN0032956,FBGN0040752,FBGN0001122,FBGN0036896,FBGN0010395,FBGN0003317,FBGN0032451,FBGN0020493,FBGN0020386,FBGN0036641,FBGN0001297,FBGN0010300,FBGN0024273,FBGN0266417,FBGN0286785,FBGN0036257,FBGN0037884,FBGN0041191,FBGN0000578
GO:0016722	FBGN0261673,FBGN0034067,FBGN0032805
GO:1904396	FBGN0262733,FBGN0032956,FBGN0027594,FBGN0001122,FBGN0036896,FBGN0010395,FBGN0003317,FBGN0032451,FBGN0020493,FBGN0036641,FBGN0010300,FBGN0024273,FBGN0266417,FBGN0286785,FBGN0036257,FBGN0037884,FBGN0041191,FBGN0000578
GO:0002196	FBGN0029664
GO:0007049	FBGN0262733,FBGN0003502,FBGN0031374,FBGN0005640,FBGN0086906,FBGN0264693,FBGN0261278,FBGN0013765,FBGN0266418,FBGN0003525,FBGN0010316,FBGN0010382,FBGN0000146,FBGN0032105,FBGN0024250,FBGN0000405,FBGN0040290,FBGN0035001,FBGN0010097,FBGN0004197,FBGN0050085,FBGN0011674,FBGN0001297,FBGN0011606,FBGN0011710,FBGN0013548,FBGN0038815,FBGN0032400,FBGN0030863,FBGN0003041,FBGN0027375,FBGN0011206,FBGN0028434,FBGN0001206,FBGN0036059,FBGN0003890,FBGN0267975,FBGN0014029,FBGN0010314,FBGN0031952,FBGN0086757,FBGN0033153,FBGN0035766,FBGN0035644,FBGN0034403,FBGN0029975,FBGN0263593,FBGN0243512,FBGN0032698,FBGN0003886,FBGN0011754,FBGN0003888,FBGN0041191,FBGN0038118,FBGN0023169,FBGN0029970,FBGN0040477,FBGN0029504,FBGN0033890,FBGN0086370,FBGN0261983,FBGN0004861,FBGN0000147,FBGN0031399,FBGN0001942,FBGN0034523,FBGN0030685,FBGN0036354,FBGN0040765,FBGN0026143,FBGN0035295,FBGN0014141,FBGN0261789,FBGN0017551,FBGN0265523,FBGN0263197,FBGN0052251,FBGN0041171
GO:0071261	FBGN0031049
GO:0019866	FBGN0003360,FBGN0025111,FBGN0037239,FBGN0022160,FBGN0038476,FBGN0013680,FBGN0039593,FBGN0000447,FBGN0039651,FBGN0019957,FBGN0051477,FBGN0037852,FBGN0266268,FBGN0085468,FBGN0265003,FBGN0031771,FBGN0026409,FBGN0036702,FBGN0034447
GO:0008108	FBGN0263200
GO:0033501	FBGN0263200
GO:0022625	FBGN0005593,FBGN0261602,FBGN0026372,FBGN0015288,FBGN0003279
GO:0031112	FBGN0051363,FBGN0013765,FBGN0265512
GO:0033209	FBGN0086358,FBGN0033483,FBGN0243512,FBGN0026323,FBGN0010909
GO:1902667	FBGN0259749,FBGN0011259,FBGN0010194,FBGN0041191,FBGN0023169
GO:0007023	FBGN0265512,FBGN0039869
GO:0051726	FBGN0031374,FBGN0261278,FBGN0013765,FBGN0003525,FBGN0010316,FBGN0010382,FBGN0000405,FBGN0040290,FBGN0035001,FBGN0050085,FBGN0011606,FBGN0013548,FBGN0038815,FBGN0032400,FBGN0003041,FBGN0027375,FBGN0014029,FBGN0010314,FBGN0031952,FBGN0033153,FBGN0035644,FBGN0029975,FBGN0263593,FBGN0243512,FBGN0032698,FBGN0011754,FBGN0038118,FBGN0029970,FBGN0029504,FBGN0000147,FBGN0031399,FBGN0030685,FBGN0017551,FBGN0265523,FBGN0052251,FBGN0041171
GO:0035172	FBGN0028514,FBGN0011274,FBGN0260745,FBGN0086906,FBGN0031888,FBGN0010223,FBGN0034221,FBGN0260632
GO:0019079	FBGN0020618,FBGN0087035
GO:0051791	FBGN0014906,FBGN0035811
GO:0004487	FBGN0010222
GO:0042301	FBGN0010222
GO:0004325	FBGN0266268
GO:0061912	FBGN0266064,FBGN0036449,FBGN0035850,FBGN0041191,FBGN0023169
GO:0046899	FBGN0042094
GO:0051299	FBGN0264693,FBGN0261278,FBGN0036059,FBGN0000147,FBGN0035295
GO:0006000	FBGN0032820,FBGN0027621
GO:1902475	FBGN0002778,FBGN0036764,FBGN0028646,FBGN0039525
GO:0042221	FBGN0003360,FBGN0011260,FBGN0262733,FBGN0040271,FBGN0002868,FBGN0039257,FBGN0261560,FBGN0004369,FBGN0040388,FBGN0032956,FBGN0043364,FBGN0039714,FBGN0028990,FBGN0259749,FBGN0033065,FBGN0266064,FBGN0004507,FBGN0044047,FBGN0004108,FBGN0011274,FBGN0030529,FBGN0011722,FBGN0039809,FBGN0267252,FBGN0033782,FBGN0029095,FBGN0001114,FBGN0033188,FBGN0036732,FBGN0039593,FBGN0267824,FBGN0003317,FBGN0261563,FBGN0032451,FBGN0011259,FBGN0033649,FBGN0020493,FBGN0014906,FBGN0024150,FBGN0024250,FBGN0010223,FBGN0000565,FBGN0037240,FBGN0031461,FBGN0051352,FBGN0020386,FBGN0034476,FBGN0262103,FBGN0022382,FBGN0086358,FBGN0063667,FBGN0265048,FBGN0266377,FBGN0041604,FBGN0086687,FBGN0004652,FBGN0000490,FBGN0038049,FBGN0003041,FBGN0025740,FBGN0015903,FBGN0011592,FBGN0020391,FBGN0039876,FBGN0034013,FBGN0031126,FBGN0039209,FBGN0030966,FBGN0038465,FBGN0000139,FBGN0010768,FBGN0286198,FBGN0033483,FBGN0050344,FBGN0023129,FBGN0029823,FBGN0261445,FBGN0002543,FBGN0259683,FBGN0263593,FBGN0286785,FBGN0243512,FBGN0016926,FBGN0003053,FBGN0034029,FBGN0027932,FBGN0085434,FBGN0284221,FBGN0010194,FBGN0037884,FBGN0041191,FBGN0037705,FBGN0001257,FBGN0005636,FBGN0012034,FBGN0023169,FBGN0004512,FBGN0000535,FBGN0029504,FBGN0283531,FBGN0086370,FBGN0025693,FBGN0004861,FBGN0028717,FBGN0041627,FBGN0001942,FBGN0036746,FBGN0000578,FBGN0026323,FBGN0004456,FBGN0035769,FBGN0014141,FBGN0060296,FBGN0020545,FBGN0085450,FBGN0260632,FBGN0035167,FBGN0035023,FBGN0010909,FBGN0041171
GO:0036424	FBGN0023129
GO:0051445	FBGN0003525,FBGN0010316,FBGN0031399,FBGN0017551
GO:0018242	FBGN0086253
GO:0006616	FBGN0031049,FBGN0086357
GO:0001558	FBGN0011260,FBGN0261560,FBGN0086365,FBGN0032451,FBGN0011259,FBGN0020386,FBGN0029975,FBGN0262582,FBGN0284221,FBGN0010194,FBGN0041191,FBGN0023169,FBGN0028717
GO:0035006	FBGN0283437,FBGN0033367,FBGN0262057,FBGN0028990,FBGN0010395,FBGN0261547,FBGN0033483,FBGN0031973,FBGN0260632
GO:0005452	FBGN0259111,FBGN0036770
GO:0019827	FBGN0003748,FBGN0285963,FBGN0020248,FBGN0003317,FBGN0010382,FBGN0020493,FBGN0031637,FBGN0004197,FBGN0000490,FBGN0000928,FBGN0004872,FBGN0014163,FBGN0001197,FBGN0260936,FBGN0001942
GO:0098727	FBGN0003748,FBGN0285963,FBGN0020248,FBGN0003317,FBGN0010382,FBGN0020493,FBGN0031637,FBGN0004197,FBGN0000490,FBGN0000928,FBGN0004872,FBGN0014163,FBGN0001197,FBGN0260936,FBGN0001942
GO:0006910	FBGN0040099,FBGN0267488
GO:0004807	FBGN0086355
GO:0019563	FBGN0086355
GO:0019682	FBGN0086355
GO:0046166	FBGN0086355
GO:0097108	FBGN0040388,FBGN0041604
GO:0000086	FBGN0261278,FBGN0003525,FBGN0040290,FBGN0001297,FBGN0013548,FBGN0243512,FBGN0052251
GO:0016623	FBGN0267408,FBGN0038349
GO:0005581	FBGN0000299,FBGN0016075
GO:0047369	FBGN0038804
GO:0043650	FBGN0001124,FBGN0036663
GO:0030517	FBGN0011260,FBGN0011259,FBGN0284221
GO:0034599	FBGN0003360,FBGN0261560,FBGN0039809,FBGN0000565,FBGN0266377,FBGN0243512
GO:0008631	FBGN0039809
GO:1902175	FBGN0039809
GO:1902176	FBGN0039809
GO:0035156	FBGN0000490,FBGN0000547
GO:0048871	FBGN0000071,FBGN0039714,FBGN0034718,FBGN0030037,FBGN0000299,FBGN0261563,FBGN0003507,FBGN0262081,FBGN0031268,FBGN0051116,FBGN0003053,FBGN0004456
GO:0005940	FBGN0011710,FBGN0014029
GO:0031105	FBGN0011710,FBGN0014029
GO:0007096	FBGN0010382,FBGN0031952,FBGN0041171
GO:0043063	FBGN0262733,FBGN0003502,FBGN0025865,FBGN0014141
GO:0003954	FBGN0013680,FBGN0013685,FBGN0031771
GO:0035023	FBGN0035761,FBGN0029095,FBGN0260486,FBGN0025836,FBGN0261547
GO:0008582	FBGN0262733,FBGN0032956,FBGN0001122,FBGN0036896,FBGN0010395,FBGN0003317,FBGN0032451,FBGN0020493,FBGN0036641,FBGN0010300,FBGN0024273,FBGN0266417,FBGN0286785,FBGN0036257,FBGN0037884,FBGN0041191,FBGN0000578
GO:0046942	FBGN0033913,FBGN0037239,FBGN0023549,FBGN0002778,FBGN0031012,FBGN0036770,FBGN0035173,FBGN0036764,FBGN0028646,FBGN0039525,FBGN0036199
GO:0008309	FBGN0004584,FBGN0038608
GO:0007409	FBGN0011260,FBGN0262733,FBGN0040271,FBGN0004369,FBGN0040388,FBGN0259749,FBGN0004108,FBGN0011722,FBGN0263873,FBGN0260745,FBGN0036896,FBGN0001114,FBGN0261563,FBGN0032451,FBGN0011259,FBGN0020493,FBGN0037240,FBGN0031461,FBGN0051352,FBGN0034476,FBGN0022382,FBGN0041604,FBGN0001297,FBGN0004652,FBGN0003041,FBGN0025740,FBGN0011592,FBGN0020391,FBGN0036059,FBGN0024273,FBGN0034013,FBGN0002543,FBGN0014163,FBGN0286785,FBGN0003053,FBGN0284221,FBGN0010194,FBGN0041191,FBGN0005636,FBGN0023169,FBGN0000578,FBGN0004456,FBGN0014141
GO:0070569	FBGN0259749,FBGN0263200
GO:0006208	FBGN0086450,FBGN0023537
GO:0002781	FBGN0011274,FBGN0039494,FBGN0033402
GO:0002788	FBGN0011274,FBGN0039494,FBGN0033402
GO:0008514	FBGN0003360,FBGN0025111,FBGN0037239,FBGN0259111,FBGN0036732,FBGN0036770,FBGN0010549,FBGN0036764,FBGN0028646,FBGN0039525,FBGN0036199
GO:0006865	FBGN0037239,FBGN0036007,FBGN0032036,FBGN0002778,FBGN0033368,FBGN0036279,FBGN0036764,FBGN0035969,FBGN0028646,FBGN0039525
GO:1904375	FBGN0003053,FBGN0028717,FBGN0000147
GO:0051156	FBGN0003074,FBGN0262103,FBGN0023477
GO:0061320	FBGN0033649,FBGN0000490,FBGN0003117
