category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0071814	0.364644809685344	0.940566905647078	1	4	protein-lipid complex binding	MF	1	1
GO:0002115	0.364727170017182	0.940537259699923	1	4	store-operated calcium entry	BP	1	1
GO:0045859	0.36480543711571	0.775214065530765	7	65	regulation of protein kinase activity	BP	1	1
GO:0036019	0.365355554279691	0.94031077490881	1	4	endolysosome	CC	1	1
GO:0032496	0.365383319479617	0.940300755614521	1	4	response to lipopolysaccharide	BP	1	1
GO:0015295	0.365476254508434	0.936755980449178	1	5	solute:proton symporter activity	MF	1	1
GO:0009208	0.365558463998416	0.934412468195858	1	6	pyrimidine ribonucleoside triphosphate metabolic process	BP	1	1
GO:0009209	0.365558463998416	0.934412468195858	1	6	pyrimidine ribonucleoside triphosphate biosynthetic process	BP	1	1
GO:0098534	0.365859707046755	0.814452365568136	4	32	centriole assembly	BP	1	1
GO:1901565	0.365977473063407	0.691494667749866	47	566	organonitrogen compound catabolic process	BP	1	1
GO:0043394	0.366048185672746	0.940060528505248	1	4	proteoglycan binding	MF	1	1
GO:0043395	0.366048185672746	0.940060528505248	1	4	heparan sulfate proteoglycan binding	MF	1	1
GO:0070724	0.366356256836844	0.939949018780455	1	4	BMP receptor complex	CC	1	1
GO:0098821	0.366356256836844	0.939949018780455	1	4	BMP receptor activity	MF	1	1
GO:0001556	0.366411606994329	0.939928970852954	1	4	oocyte maturation	BP	1	1
GO:0042776	0.366597731875775	0.931128945046517	1	8	proton motive force-driven mitochondrial ATP synthesis	BP	1	1
GO:0018991	0.366807554703468	0.869439779807697	2	19	oviposition	BP	1	1
GO:0009746	0.366887915016786	0.870387506093099	2	17	response to hexose	BP	1	1
GO:0030041	0.367004340305199	0.773419289237119	7	65	actin filament polymerization	BP	1	1
GO:2000736	0.367137471140081	0.81322041151726	4	33	regulation of stem cell differentiation	BP	1	1
GO:0004527	0.367305595294514	0.795757489019007	5	46	exonuclease activity	MF	1	1
GO:1990385	0.367482639263668	0.931997896549633	1	7	meiotic spindle midzone	CC	1	1
GO:0050965	0.368106913923754	0.939312957728278	1	4	detection of temperature stimulus involved in sensory perception of pain	BP	1	1
GO:0005068	0.368261237744507	0.939256692348431	1	4	transmembrane receptor protein tyrosine kinase adaptor activity	MF	1	1
GO:0009414	0.368491512245534	0.933252002243537	1	6	response to water deprivation	BP	1	1
GO:0061525	0.368640160656023	0.772789979796444	7	59	hindgut development	BP	1	1
GO:0015937	0.368710646008644	0.933164810642287	1	6	coenzyme A biosynthetic process	BP	1	1
GO:0071141	0.368892106101379	0.939026352450077	1	4	SMAD protein complex	CC	1	1
GO:0071144	0.368892106101379	0.939026352450077	1	4	heteromeric SMAD protein complex	CC	1	1
GO:0097156	0.368993592908816	0.9389892485273	1	4	fasciculation of motor neuron axon	BP	1	1
GO:0000335	0.369044775863414	0.933031731334659	1	6	negative regulation of transposition, DNA-mediated	BP	1	1
GO:0000337	0.369044775863414	0.933031731334659	1	6	regulation of transposition, DNA-mediated	BP	1	1
GO:0006313	0.369044775863414	0.933031731334659	1	6	transposition, DNA-mediated	BP	1	1
GO:0038083	0.369156166017233	0.938929782635265	1	4	peptidyl-tyrosine autophosphorylation	BP	1	1
GO:1905508	0.369258936605831	0.935306266269673	1	5	protein localization to microtubule organizing center	BP	1	1
GO:0055064	0.369478175456283	0.938811894189079	1	4	chloride ion homeostasis	BP	1	1
GO:0055081	0.369478175456283	0.938811894189079	1	4	anion homeostasis	BP	1	1
GO:0055083	0.369478175456283	0.938811894189079	1	4	monovalent inorganic anion homeostasis	BP	1	1
GO:0008559	0.369492383348608	0.938806689459022	1	4	ABC-type xenobiotic transporter activity	MF	1	1
GO:0030497	0.369506338578774	0.866321634566406	2	23	fatty acid elongation	BP	1	1
GO:2000431	0.369799465313078	0.938694131314621	1	4	regulation of cytokinesis, actomyosin contractile ring assembly	BP	1	1
GO:2000249	0.369806548299685	0.938691533624314	1	4	regulation of actin cytoskeleton reorganization	BP	1	1
GO:0032925	0.369820767150299	0.938686318648708	1	4	regulation of activin receptor signaling pathway	BP	1	1
GO:0032927	0.369820767150299	0.938686318648708	1	4	positive regulation of activin receptor signaling pathway	BP	1	1
GO:2000479	0.369850231128067	0.938675511436146	1	4	regulation of cAMP-dependent protein kinase activity	BP	1	1
GO:0033683	0.369924087962101	0.932680752840625	1	6	nucleotide-excision repair, DNA incision	BP	1	1
GO:2001258	0.370042392439128	0.938604999373008	1	4	negative regulation of cation channel activity	BP	1	1
GO:1901020	0.370076797321504	0.938592369570435	1	4	negative regulation of calcium ion transmembrane transporter activity	BP	1	1
GO:0030048	0.370160238673989	0.794946144099727	5	39	actin filament-based movement	BP	1	1
GO:0006282	0.37020129218925	0.870463449959844	2	14	regulation of DNA repair	BP	1	1
GO:0016476	0.37020154249821	0.811879092599056	4	30	regulation of embryonic cell shape	BP	1	1
GO:0007304	0.370214797206699	0.73946719024481	12	125	chorion-containing eggshell formation	BP	1	1
GO:0038187	0.370560429308902	0.932426068089815	1	6	pattern recognition receptor activity	MF	1	1
GO:0005750	0.370773593451764	0.926055274535052	1	13	mitochondrial respiratory chain complex III	CC	1	1
GO:0045275	0.370773593451764	0.926055274535052	1	13	respiratory chain complex III	CC	1	1
GO:0015131	0.370810738977678	0.928413379100785	1	9	oxaloacetate transmembrane transporter activity	MF	1	1
GO:0015729	0.370810738977678	0.928413379100785	1	9	oxaloacetate transport	BP	1	1
GO:0071422	0.370810738977678	0.928413379100785	1	9	succinate transmembrane transport	BP	1	1
GO:0048634	0.370826781921138	0.86928867580896	2	15	regulation of muscle organ development	BP	1	1
GO:0043204	0.370840413464511	0.938311644016687	1	4	perikaryon	CC	1	1
GO:0033555	0.370870593758987	0.934682564240486	1	5	multicellular organismal response to stress	BP	1	1
GO:0003151	0.371455604098292	0.938084916330957	1	4	outflow tract morphogenesis	BP	1	1
GO:0005184	0.371480574143586	0.863667069411421	2	29	neuropeptide hormone activity	MF	1	1
GO:0040036	0.371547593723975	0.871682600739373	2	12	regulation of fibroblast growth factor receptor signaling pathway	BP	1	1
GO:0010765	0.371868202685926	0.931900836459612	1	6	positive regulation of sodium ion transport	BP	1	1
GO:1902307	0.371868202685926	0.931900836459612	1	6	positive regulation of sodium ion transmembrane transport	BP	1	1
GO:2000651	0.371868202685926	0.931900836459612	1	6	positive regulation of sodium ion transmembrane transporter activity	BP	1	1
GO:0140448	0.371959139781617	0.870335709284939	2	13	signaling receptor ligand precursor processing	BP	1	1
GO:0071244	0.372006875802423	0.937881315273338	1	4	cellular response to carbon dioxide	BP	1	1
GO:0006448	0.372829181397271	0.927558063645555	1	9	regulation of translational elongation	BP	1	1
GO:0005221	0.37293945254065	0.937535958960078	1	4	intracellular cyclic nucleotide activated cation channel activity	MF	1	1
GO:0017071	0.37293945254065	0.937535958960078	1	4	intracellular cyclic nucleotide activated cation channel complex	CC	1	1
GO:0043855	0.37293945254065	0.937535958960078	1	4	cyclic nucleotide-gated ion channel activity	MF	1	1
GO:0047555	0.373196168667392	0.937440685634179	1	4	3',5'-cyclic-GMP phosphodiesterase activity	MF	1	1
GO:0035011	0.373326728934656	0.808907337026179	4	32	melanotic encapsulation of foreign target	BP	1	1
GO:0005881	0.373409102230956	0.808278654414121	4	34	cytoplasmic microtubule	CC	1	1
GO:0003401	0.374251605249916	0.937048057421501	1	4	axis elongation	BP	1	1
GO:0009794	0.374336759310955	0.867960278903306	2	14	regulation of mitotic cell cycle, embryonic	BP	1	1
GO:0005768	0.374802922650086	0.70472664488434	24	271	endosome	CC	1	1
GO:0006465	0.374885807210012	0.926680316521109	1	9	signal peptide processing	BP	1	1
GO:0015677	0.375193380691617	0.932991755756227	1	5	copper ion import	BP	1	1
GO:0004115	0.37559851597822	0.936544819778263	1	4	3',5'-cyclic-AMP phosphodiesterase activity	MF	1	1
GO:1900544	0.375728854907995	0.93278048692219	1	5	positive regulation of purine nucleotide metabolic process	BP	1	1
GO:0004518	0.375758715091022	0.743800858012767	10	115	nuclease activity	MF	1	1
GO:0016459	0.37611880318192	0.830059120859698	3	24	myosin complex	CC	1	1
GO:0051403	0.377362619401267	0.749325163591948	9	87	stress-activated MAPK cascade	BP	1	1
GO:0072686	0.377653628740076	0.78822363955803	5	43	mitotic spindle	CC	1	1
GO:0008138	0.378011731888509	0.865715978329799	2	14	protein tyrosine/serine/threonine phosphatase activity	MF	1	1
GO:0010212	0.378268927708732	0.803670939381914	4	38	response to ionizing radiation	BP	1	1
GO:2000377	0.378466780172562	0.863902930136955	2	16	regulation of reactive oxygen species metabolic process	BP	1	1
GO:0080182	0.378877192351945	0.929043959022891	1	6	histone H3-K4 trimethylation	BP	1	1
GO:0008574	0.378982389301245	0.867210092945099	2	12	plus-end-directed microtubule motor activity	MF	1	1
GO:0007020	0.379165680765961	0.827916936686478	3	24	microtubule nucleation	BP	1	1
GO:0006277	0.37941870321406	0.827324257426901	3	25	DNA amplification	BP	1	1
GO:0005248	0.379433431440985	0.935098564182257	1	4	voltage-gated sodium channel activity	MF	1	1
GO:0071927	0.380269297622315	0.930972817635557	1	5	octopamine signaling pathway	BP	1	1
GO:0035153	0.380628072099773	0.865071432247493	2	13	epithelial cell type specification, open tracheal system	BP	1	1
GO:0043028	0.380863248498944	0.930734190958584	1	5	cysteine-type endopeptidase regulator activity involved in apoptotic process	MF	1	1
GO:0005885	0.38114222850111	0.924997788588083	1	8	Arp2/3 protein complex	CC	1	1
GO:0046390	0.381147912098635	0.739323782815121	10	111	ribose phosphate biosynthetic process	BP	1	1
GO:0040015	0.381193867456567	0.864724228063385	2	13	negative regulation of multicellular organism growth	BP	1	1
GO:0032924	0.381356125911846	0.865766053729176	2	12	activin receptor signaling pathway	BP	1	1
GO:0045947	0.381358757854618	0.923057306721984	1	10	negative regulation of translational initiation	BP	1	1
GO:0034663	0.38151576484336	0.927950045781836	1	6	endoplasmic reticulum chaperone complex	CC	1	1
GO:0006796	0.381749747013947	0.663708010615211	82	936	phosphate-containing compound metabolic process	BP	1	1
GO:0001882	0.38215179311925	0.927684840519766	1	6	nucleoside binding	MF	1	1
GO:0019220	0.382188956778508	0.709676308690004	18	195	regulation of phosphate metabolic process	BP	1	1
GO:0051174	0.382188956778508	0.709676308690004	18	195	regulation of phosphorus metabolic process	BP	1	1
GO:0036089	0.382291035186519	0.930158508496508	1	5	cleavage furrow formation	BP	1	1
GO:0042744	0.382472705108003	0.922563595346055	1	10	hydrogen peroxide catabolic process	BP	1	1
GO:0040016	0.382765693361163	0.929966483565421	1	5	embryonic cleavage	BP	1	1
GO:0030703	0.382976037051804	0.728254162357927	12	126	eggshell formation	BP	1	1
GO:0019725	0.383358399572065	0.704238107501978	20	214	cellular homeostasis	BP	1	1
GO:0046154	0.383490382569586	0.860136489854308	2	17	rhodopsin metabolic process	BP	1	1
GO:0006754	0.383559112986724	0.85641139070968	2	27	ATP biosynthetic process	BP	1	1
GO:0035324	0.383634874270599	0.863221183607642	2	13	female germline ring canal	CC	1	1
GO:0031045	0.3837319899373	0.929574570766348	1	5	dense core granule	CC	1	1
GO:0000275	0.384657093967178	0.924820250088185	1	7	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)	CC	1	1
GO:0010811	0.384682637143822	0.929187702756188	1	5	positive regulation of cell-substrate adhesion	BP	1	1
GO:0006414	0.384856654977763	0.821059510988966	3	33	translational elongation	BP	1	1
GO:0002812	0.384997109259226	0.858622394536194	2	18	biosynthetic process of antibacterial peptides active against Gram-negative bacteria	BP	1	1
GO:0002813	0.384997109259226	0.858622394536194	2	18	regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	BP	1	1
GO:0035263	0.384997914821206	0.929059114158649	1	5	genital disc sexually dimorphic development	BP	1	1
GO:0007508	0.385104610390225	0.929015565241421	1	5	larval heart development	BP	1	1
GO:0000910	0.385122030790229	0.731373653498524	11	107	cytokinesis	BP	1	1
GO:0000226	0.385515926319346	0.682065332107073	35	370	microtubule cytoskeleton organization	BP	1	1
GO:0003013	0.386194702167209	0.781089373340619	5	45	circulatory system process	BP	1	1
GO:0003015	0.386194702167209	0.781089373340619	5	45	heart process	BP	1	1
GO:0001960	0.386342233907064	0.92850922313031	1	5	negative regulation of cytokine-mediated signaling pathway	BP	1	1
GO:0010804	0.386342233907064	0.92850922313031	1	5	negative regulation of tumor necrosis factor-mediated signaling pathway	BP	1	1
GO:0060761	0.386342233907064	0.92850922313031	1	5	negative regulation of response to cytokine stimulus	BP	1	1
GO:0019904	0.386353767777136	0.748917878437354	8	75	protein domain specific binding	MF	1	1
GO:0019336	0.386528763183573	0.928432718748588	1	5	phenol-containing compound catabolic process	BP	1	1
GO:0110020	0.386575927016011	0.823630322359924	3	22	regulation of actomyosin structure organization	BP	1	1
GO:0005534	0.386717477615455	0.918513515345727	1	14	galactose binding	MF	1	1
GO:0009047	0.387064717662908	0.861095234552698	2	13	dosage compensation by hyperactivation of X chromosome	BP	1	1
GO:0010770	0.387295893511335	0.859962468488465	2	14	positive regulation of cell morphogenesis involved in differentiation	BP	1	1
GO:0006486	0.387588577522668	0.733597206877596	10	114	protein glycosylation	BP	1	1
GO:0043413	0.387588577522668	0.733597206877596	10	114	macromolecule glycosylation	BP	1	1
GO:0048085	0.387700670664866	0.859708884124692	2	14	adult chitin-containing cuticle pigmentation	BP	1	1
GO:0036294	0.387867579523226	0.797068543627357	4	35	cellular response to decreased oxygen levels	BP	1	1
GO:0071254	0.388447681954975	0.921798977719405	1	8	cytoplasmic U snRNP body	CC	1	1
GO:0033143	0.388518835155393	0.924997287307284	1	6	regulation of intracellular steroid hormone receptor signaling pathway	BP	1	1
GO:0009148	0.388536048606592	0.923138701074986	1	7	pyrimidine nucleoside triphosphate biosynthetic process	BP	1	1
GO:0005758	0.388817638566262	0.852789615142378	2	28	mitochondrial intermembrane space	CC	1	1
GO:0032506	0.388981922444787	0.779257106390412	5	43	cytokinetic process	BP	1	1
GO:0016042	0.389053720286025	0.722412131631746	12	139	lipid catabolic process	BP	1	1
GO:0030991	0.389389330992707	0.927253191806315	1	5	intraciliary transport particle A	CC	1	1
GO:0034284	0.389682464991638	0.855640175769327	2	18	response to monosaccharide	BP	1	1
GO:0018342	0.389725744294193	0.922618437162099	1	7	protein prenylation	BP	1	1
GO:0097354	0.389725744294193	0.922618437162099	1	7	prenylation	BP	1	1
GO:0031000	0.389728274983229	0.924480026614246	1	6	response to caffeine	BP	1	1
GO:0019058	0.389761204382516	0.795124230745966	4	37	viral life cycle	BP	1	1
GO:0003678	0.390261657740462	0.796424374525729	4	31	DNA helicase activity	MF	1	1
GO:0015630	0.39027075600477	0.678381819812475	34	377	microtubule cytoskeleton	CC	1	1
GO:0005337	0.390549874355915	0.926771284751588	1	5	nucleoside transmembrane transporter activity	MF	1	1
GO:0015858	0.390549874355915	0.926771284751588	1	5	nucleoside transport	BP	1	1
GO:1901642	0.390549874355915	0.926771284751588	1	5	nucleoside transmembrane transport	BP	1	1
GO:0030865	0.391237434415924	0.745258585529311	8	70	cortical cytoskeleton organization	BP	1	1
GO:0046625	0.391596851856521	0.926334861271153	1	5	sphingolipid binding	MF	1	1
GO:0060079	0.391890921498064	0.926211994824321	1	5	excitatory postsynaptic potential	BP	1	1
GO:0099565	0.391890921498064	0.926211994824321	1	5	chemical synaptic transmission, postsynaptic	BP	1	1
GO:0061572	0.392606140279346	0.777028660110251	5	40	actin filament bundle organization	BP	1	1
GO:0046622	0.392688252920086	0.85757394620962	2	13	positive regulation of organ growth	BP	1	1
GO:0032780	0.392766158588266	0.923171194672936	1	6	negative regulation of ATP-dependent activity	BP	1	1
GO:0006469	0.39292860575839	0.817663634941509	3	25	negative regulation of protein kinase activity	BP	1	1
GO:0004176	0.39324265243027	0.92564560591328	1	5	ATP-dependent peptidase activity	MF	1	1
GO:0031098	0.39332347132015	0.735551452651227	9	88	stress-activated protein kinase signaling cascade	BP	1	1
GO:1901562	0.393537923233181	0.922836502128534	1	6	response to paraquat	BP	1	1
GO:0016709	0.394072518755389	0.922604141983833	1	6	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	MF	1	1
GO:0006835	0.394243852255598	0.815293703951144	3	29	dicarboxylic acid transport	BP	1	1
GO:0006536	0.394388861571123	0.854614766624065	2	15	glutamate metabolic process	BP	1	1
GO:0002052	0.394446370453468	0.816165806598096	3	26	positive regulation of neuroblast proliferation	BP	1	1
GO:0045182	0.394711859614831	0.725433474150812	10	187	translation regulator activity	MF	1	1
GO:0006508	0.395026631450389	0.654295750011046	69	949	proteolysis	BP	1	1
GO:0032370	0.39534173482807	0.924760792370083	1	5	positive regulation of lipid transport	BP	1	1
GO:0045089	0.395628837598674	0.772408557060467	5	52	positive regulation of innate immune response	BP	1	1
GO:0043022	0.39579545066581	0.813867174851707	3	30	ribosome binding	MF	1	1
GO:0036002	0.395919871502568	0.851622008875867	2	18	pre-mRNA binding	MF	1	1
GO:1905369	0.396630131064072	0.786466015927992	4	61	endopeptidase complex	CC	1	1
GO:1901682	0.396941281094026	0.813027273969565	3	30	sulfur compound transmembrane transporter activity	MF	1	1
GO:0048016	0.397284797969285	0.923936002601878	1	5	inositol phosphate-mediated signaling	BP	1	1
GO:0046102	0.397406447059435	0.919208077833914	1	7	inosine metabolic process	BP	1	1
GO:0046103	0.397406447059435	0.919208077833914	1	7	inosine biosynthetic process	BP	1	1
GO:0007591	0.397641961379247	0.731341976501889	9	95	molting cycle, chitin-based cuticle	BP	1	1
GO:0042303	0.397641961379247	0.731341976501889	9	95	molting cycle	BP	1	1
GO:0036058	0.397946943831939	0.923653670408737	1	5	filtration diaphragm assembly	BP	1	1
GO:0070482	0.398235665494509	0.738426008138846	8	79	response to oxygen levels	BP	1	1
GO:0008134	0.398620467301944	0.700399687087731	16	160	transcription factor binding	MF	1	1
GO:0070922	0.399048934983979	0.852505669807255	2	14	RISC complex assembly	BP	1	1
GO:0005126	0.399347291628071	0.849985194000716	2	17	cytokine receptor binding	MF	1	1
GO:0051235	0.399547835478164	0.718909005650455	11	103	maintenance of location	BP	1	1
GO:0042803	0.399571142462005	0.713674882986946	12	123	protein homodimerization activity	MF	1	1
GO:0034497	0.399939596101405	0.922800132473171	1	5	protein localization to phagophore assembly site	BP	1	1
GO:0008356	0.399961576927332	0.718424636671841	11	105	asymmetric cell division	BP	1	1
GO:0042773	0.400222319257232	0.782696197442099	4	75	ATP synthesis coupled electron transport	BP	1	1
GO:0042684	0.40047996377293	0.852621510101509	2	13	cardioblast cell fate commitment	BP	1	1
GO:0010884	0.400552948931619	0.850647230499466	2	15	positive regulation of lipid storage	BP	1	1
GO:0048566	0.400817353685976	0.919635692274944	1	6	embryonic digestive tract development	BP	1	1
GO:1902806	0.401371485672487	0.810728836492491	3	27	regulation of cell cycle G1/S phase transition	BP	1	1
GO:2000045	0.401371485672487	0.810728836492491	3	27	regulation of G1/S transition of mitotic cell cycle	BP	1	1
GO:0046470	0.401591591374754	0.922088070615861	1	5	phosphatidylcholine metabolic process	BP	1	1
GO:0035193	0.401676882752652	0.919252478654103	1	6	larval central nervous system remodeling	BP	1	1
GO:0045261	0.402073821924158	0.915614841265527	1	8	proton-transporting ATP synthase complex, catalytic core F(1)	CC	1	1
GO:0030201	0.402195005254396	0.849581223396887	2	15	heparan sulfate proteoglycan metabolic process	BP	1	1
GO:0016348	0.402812511171903	0.851122242433829	2	13	imaginal disc-derived leg joint morphogenesis	BP	1	1
GO:0071840	0.402865323473715	0.626560358760554	259	3135	cellular component organization or biogenesis	BP	1	1
GO:0043903	0.402921256563034	0.918695699762984	1	6	regulation of biological process involved in symbiotic interaction	BP	1	1
GO:0046596	0.402921256563034	0.918695699762984	1	6	regulation of viral entry into host cell	BP	1	1
GO:0052372	0.402921256563034	0.918695699762984	1	6	modulation by symbiont of entry into host	BP	1	1
GO:0034248	0.403340365277953	0.685473369963906	20	239	regulation of cellular amide metabolic process	BP	1	1
GO:1905952	0.403369978506841	0.7856367817526	4	33	regulation of lipid localization	BP	1	1
GO:0007056	0.403552535767899	0.848697030665917	2	15	spindle assembly involved in female meiosis	BP	1	1
GO:0008146	0.403614688570472	0.847875967835166	2	16	sulfotransferase activity	MF	1	1
GO:0016742	0.403714339345112	0.918339617363087	1	6	hydroxymethyl-, formyl- and related transferase activity	MF	1	1
GO:0090316	0.403779045408527	0.84944951878514	2	14	positive regulation of intracellular protein transport	BP	1	1
GO:0033218	0.403952627903282	0.719582751243077	10	107	amide binding	MF	1	1
GO:0006122	0.40399455478889	0.909913121579302	1	15	mitochondrial electron transport, ubiquinol to cytochrome c	BP	1	1
GO:1904263	0.404235018623155	0.808265768053379	3	28	positive regulation of TORC1 signaling	BP	1	1
GO:0071453	0.404595752425193	0.783835268740677	4	36	cellular response to oxygen levels	BP	1	1
GO:0045047	0.404602359637785	0.84282917346166	2	26	protein targeting to ER	BP	1	1
GO:0019206	0.404679915454149	0.915895439460826	1	7	nucleoside kinase activity	MF	1	1
GO:0007443	0.404727924546028	0.766569479522848	5	43	Malpighian tubule morphogenesis	BP	1	1
GO:0061333	0.404727924546028	0.766569479522848	5	43	renal tubule morphogenesis	BP	1	1
GO:1990782	0.404980497475259	0.848668187806763	2	14	protein tyrosine kinase binding	MF	1	1
GO:0098662	0.405179409027411	0.680035246371998	22	251	inorganic cation transmembrane transport	BP	1	1
GO:0120252	0.405423653134225	0.920420750273853	1	5	hydrocarbon metabolic process	BP	1	1
GO:0016241	0.405904531116434	0.782806120956731	4	36	regulation of macroautophagy	BP	1	1
GO:0004563	0.406135566802589	0.920108589986066	1	5	beta-N-acetylhexosaminidase activity	MF	1	1
GO:0009147	0.40634550750311	0.91361688444517	1	8	pyrimidine nucleoside triphosphate metabolic process	BP	1	1
GO:0015556	0.406414260949895	0.844194695695549	2	19	C4-dicarboxylate transmembrane transporter activity	MF	1	1
GO:0042578	0.406456326894225	0.68489119883271	19	220	phosphoric ester hydrolase activity	MF	1	1
GO:0016485	0.406630407088063	0.723311132705819	9	98	protein processing	BP	1	1
GO:0055116	0.407122325790081	0.914764731524551	1	7	entry into reproductive diapause	BP	1	1
GO:0061963	0.407122325790081	0.914764731524551	1	7	regulation of entry into reproductive diapause	BP	1	1
GO:0002092	0.40757139772875	0.919476700866891	1	5	positive regulation of receptor internalization	BP	1	1
GO:0006119	0.407724032667551	0.759517656090625	5	90	oxidative phosphorylation	BP	1	1
GO:0035160	0.407918125712253	0.847813573715588	2	13	maintenance of epithelial integrity, open tracheal system	BP	1	1
GO:0034587	0.408297848509406	0.805244042707653	3	28	piRNA metabolic process	BP	1	1
GO:0002028	0.409253111073608	0.844159505313991	2	16	regulation of sodium ion transport	BP	1	1
GO:0032200	0.40932862086855	0.779179570730236	4	40	telomere organization	BP	1	1
GO:0004869	0.409783807801242	0.910801353730511	1	9	cysteine-type endopeptidase inhibitor activity	MF	1	1
GO:1903684	0.409875742197489	0.762816881211917	5	41	regulation of border follicle cell migration	BP	1	1
GO:0018024	0.409947337027557	0.805619751852501	3	24	histone-lysine N-methyltransferase activity	MF	1	1
GO:0007354	0.41027509065468	0.805375876818095	3	24	zygotic determination of anterior/posterior axis, embryo	BP	1	1
GO:0032366	0.41041164827477	0.908135412276256	1	12	intracellular sterol transport	BP	1	1
GO:0006516	0.411126432282475	0.917898865575995	1	5	glycoprotein catabolic process	BP	1	1
GO:0010636	0.411416944286673	0.917769085936701	1	5	positive regulation of mitochondrial fusion	BP	1	1
GO:0007482	0.411550201344915	0.845437186325206	2	13	haltere development	BP	1	1
GO:0045004	0.411601657263227	0.917686503321664	1	5	DNA replication proofreading	BP	1	1
GO:0048137	0.411663394402926	0.842556909648162	2	16	spermatocyte division	BP	1	1
GO:0097688	0.411830754743889	0.914640151262428	1	6	glutamate receptor clustering	BP	1	1
GO:0007040	0.41188232263227	0.841086787290604	2	18	lysosome organization	BP	1	1
GO:0080171	0.41188232263227	0.841086787290604	2	18	lytic vacuole organization	BP	1	1
GO:1903320	0.412137070638801	0.777386403400126	4	38	regulation of protein modification by small protein conjugation or removal	BP	1	1
GO:0043069	0.412772379937165	0.705660427467468	11	135	negative regulation of programmed cell death	BP	1	1
GO:0008272	0.413012194952011	0.839772851173464	2	19	sulfate transport	BP	1	1
GO:0015116	0.413012194952011	0.839772851173464	2	19	sulfate transmembrane transporter activity	MF	1	1
GO:0006034	0.413739118380639	0.916727119079338	1	5	cuticle chitin metabolic process	BP	1	1
GO:0032024	0.415115288969829	0.913114185324363	1	6	positive regulation of insulin secretion	BP	1	1
GO:0001710	0.415454679037012	0.841769166668321	2	14	mesodermal cell fate commitment	BP	1	1
GO:0048333	0.415454679037012	0.841769166668321	2	14	mesodermal cell differentiation	BP	1	1
GO:0030904	0.415690103159221	0.910724577809469	1	7	retromer complex	CC	1	1
GO:0051560	0.41570843426329	0.910715809836064	1	7	mitochondrial calcium ion homeostasis	BP	1	1
GO:0016645	0.415751092718005	0.837417978438381	2	20	oxidoreductase activity, acting on the CH-NH group of donors	MF	1	1
GO:0030983	0.415964876747286	0.91572073360948	1	5	mismatched DNA binding	MF	1	1
GO:0015117	0.416292301691654	0.906653460098746	1	10	thiosulfate transmembrane transporter activity	MF	1	1
GO:0015709	0.416292301691654	0.906653460098746	1	10	thiosulfate transport	BP	1	1
GO:0031401	0.416350433967446	0.708913923153753	10	101	positive regulation of protein modification process	BP	1	1
GO:0015183	0.416491308410578	0.912469911798983	1	6	L-aspartate transmembrane transporter activity	MF	1	1
GO:0007615	0.416537381931965	0.842143369374071	2	13	anesthesia-resistant memory	BP	1	1
GO:0070085	0.416690531195051	0.707743182126939	10	118	glycosylation	BP	1	1
GO:0033549	0.416803620571279	0.915339534795351	1	5	MAP kinase phosphatase activity	MF	1	1
GO:0033673	0.416830218092143	0.799582186469614	3	26	negative regulation of kinase activity	BP	1	1
GO:0035076	0.417284205935784	0.839605005057386	2	15	ecdysone receptor-mediated signaling pathway	BP	1	1
GO:0097730	0.417590339745597	0.840343125856549	2	14	non-motile cilium	CC	1	1
GO:0001708	0.417766514558272	0.702656915869793	11	103	cell fate specification	BP	1	1
GO:0035088	0.417831586132107	0.773898360118885	4	34	establishment or maintenance of apical/basal cell polarity	BP	1	1
GO:0061245	0.417831586132107	0.773898360118885	4	34	establishment or maintenance of bipolar cell polarity	BP	1	1
GO:0036402	0.417925302308923	0.906821803098352	1	9	proteasome-activating activity	MF	1	1
GO:0034198	0.418173467770888	0.839006851442405	2	15	cellular response to amino acid starvation	BP	1	1
GO:0033227	0.418611934210474	0.798234709568789	3	26	dsRNA transport	BP	1	1
GO:0007610	0.418774239992601	0.638373865801855	53	579	behavior	BP	1	1
GO:0097734	0.419107386306903	0.911236863082932	1	6	extracellular exosome biogenesis	BP	1	1
GO:1990182	0.419107386306903	0.911236863082932	1	6	exosomal secretion	BP	1	1
GO:0001817	0.41920572036859	0.91119030567321	1	6	regulation of cytokine production	BP	1	1
GO:2000289	0.419224479845673	0.914233251669019	1	5	regulation of photoreceptor cell axon guidance	BP	1	1
GO:0030808	0.419303801650683	0.911143852818514	1	6	regulation of nucleotide biosynthetic process	BP	1	1
GO:1900371	0.419303801650683	0.911143852818514	1	6	regulation of purine nucleotide biosynthetic process	BP	1	1
GO:0019774	0.41931919667183	0.903098657618914	1	13	proteasome core complex, beta-subunit complex	CC	1	1
GO:0140103	0.419383371574393	0.834936399094558	2	20	catalytic activity, acting on a glycoprotein	MF	1	1
GO:0061541	0.419642814028057	0.914041171269595	1	5	rhabdomere morphogenesis	BP	1	1
GO:0002182	0.419788862606008	0.905895846637347	1	9	cytoplasmic translational elongation	BP	1	1
