	GSM461176_untreat_single_featureCounts.counts	GSM461177_untreat_paired_featureCounts.counts	GSM461178_untreat_paired_featureCounts.counts	GSM461182_untreat_single_featureCounts.counts	GSM461181_treat_paired_featureCounts.counts	GSM461180_treat_paired_featureCounts.counts	GSM461179_treat_single_featureCounts.counts
FBgn0034897	1.00192517906965	1.55556202054777	0	0	0	0	0.524432254862352
FBgn0085214	0	0	0	0	0	0	1.0488645097247
FBgn0262416	0	0	0	0	0	0	0
FBti0061201	0	0	0	0	0	0	0
FBgn0034058	233.949529312764	213.111996815044	253.77464506569	332.501330881867	270.944545517533	274.933943478073	264.313856450625
FBti0060546	1.50288776860448	1.55556202054777	1.51960865308797	2.50001000663058	3.69469834796635	1.49420621455475	3.14659352917411
FBgn0283494	1.00192517906965	0	9.11765191852779	14.1667233709066	1.23156611598878	7.47103107277373	7.86648382293527
FBgn0033258	63.121286281388	54.4446707191718	56.2255201642547	43.3335067815967	49.2626446395514	56.7798361530803	57.6875480348587
FBti0060406	0	0	0	0	0	0	0
FBgn0262511	1199.80540193591	1275.56085684917	1312.941876268	1232.50493326888	1264.81840112048	1150.53878520715	1220.35385706469
FBti0063814	0	0	0	0	0	0	0
FBgn0262407	0	0	0	0	0	0	0
FBgn0033624	702.85051311736	609.780312054724	657.990546787089	655.835958406089	568.983545586818	522.972175094161	468.842435846942
FBgn0264377	0	0	0	0	0	0	0.524432254862352
FBgn0039969	450.365367991808	359.334826746534	347.990381557144	723.336228585114	286.954905025387	342.173223133037	838.5671755249
FBti0060412	0	0	0	0	0	0	0
FBgn0265847	0.500962589534826	0	0	0	0	0	0
FBgn0034160	62.6203236918532	71.5558529451972	36.4706076741112	31.6667934173207	22.1681900877981	22.4130932183212	31.4659352917411
FBgn0050371	0.500962589534826	0	0	0	0	0	0.524432254862352
FBgn0033614	0	0	0	0	0	0	0
FBgn0265538	0	0	0	0	0	0	0
FBgn0261538	0	0	0	0	0	0	0
FBgn0040743	0.500962589534826	0	0	0	0	0	0
FBti0018993	0.500962589534826	0	0	1.66667333775372	0	0	3.14659352917411
FBgn0265144	0	0	0	0	0	0	0.524432254862352
FBti0060978	0.500962589534826	0	0	0.83333666887686	1.23156611598878	0	0.524432254862352
FBgn0034758	0	0	0	0	0	0	0
FBti0059972	1.00192517906965	0	0	0	0	0	1.57329676458705
FBgn0033421	495.952963639477	469.779730205425	638.235634296945	619.169144975507	688.44545883773	684.346446266073	649.247131519591
FBti0061681	0.500962589534826	0	0	0	0	0	0
FBgn0010434	17443.5173676026	18604.5217657513	16703.5383147429	16315.89863994	19309.7251325881	19396.2908711352	16905.5981677428
FBgn0262141	3.50673812674378	7.77781010273883	7.59804326543983	15.0000600397835	3.69469834796635	4.48261864366424	13.6352386264211
FBti0061845	0.500962589534826	0	0	0	0	0	0
FBgn0259209	37.5721942151119	38.8890505136942	42.549042286463	32.5001300861975	48.0310785235626	35.8609491493139	40.3812836244011
FBgn0033972	545.548260003425	502.446532636928	475.637508416533	455.835157875642	493.858012511502	463.203926511971	385.982139578691
FBgn0053371	1.00192517906965	0	0	0	0	0	0.524432254862352
FBtr0304435_df_nrg	0	0	0	0	0	0	0
FBti0063985	1.50288776860448	0	1.51960865308797	0	0	0	2.62216127431176
FBgn0034928	14.0269525069751	14.0000581849299	12.1568692247037	14.1667233709066	8.62096281192149	14.9420621455475	13.1108063715588
FBgn0034389	199.383110634861	199.111938630114	148.921648002621	132.500530351421	44.3363801755962	32.8725367202044	47.1989029376116
FBti0061261	4.0077007162786	3.11112404109553	0	0.83333666887686	2.46313223197757	0	5.24432254862352
FBti0060402	2.0038503581393	1.55556202054777	3.03921730617593	0	1.23156611598878	2.98841242910949	1.57329676458705
FBgn0034281	12.0231021488358	10.8889341438344	3.03921730617593	5.00002001326116	8.62096281192149	4.48261864366424	4.71989029376116
FBgn0265589	0	0	0	0	0	0	0
FBti0059685	0	0	0	0	0	0	0.524432254862352
FBti0063854	0	0	0	0	0	0	0
FBgn0086659	13.0250273279055	0	0	0.83333666887686	0	1.49420621455475	15.2085353910082
FBgn0026573	1195.79770121963	1109.11572065056	914.804409158955	960.837179215019	931.063983687521	908.477378449285	1063.54861286085
FBti0060888	0	0	0	0	0	0	0
FBti0061203	2.50481294767413	3.11112404109553	3.03921730617593	0.83333666887686	2.46313223197757	1.49420621455475	5.24432254862352
FBgn0034878	1197.80155157777	1466.89498537654	1379.80465700387	1222.50489324235	1480.34247141852	1374.66971739037	1118.6139996214
FBgn0034729	54.604922259296	46.666860616433	57.7451288173427	50.0002001326116	54.1889091035065	53.7914237239708	60.8341415640328
FBgn0033113	269.517873169736	269.112229554764	328.235469067001	461.66851455778	653.961607590044	702.27692084073	566.911267506202
FBti0064253	0	0	0	0	0	0	0
FBti0063717	0	0	0	0	0	0	0
FBgn0033240	149.286851681378	91.7781592123182	121.568692247037	110.833776960622	125.619743830856	125.513322022599	141.596708812835
FBgn0034301	4.50866330581343	4.6666860616433	0	3.33334667550744	3.69469834796635	5.97682485821898	4.71989029376116
FBti0019935	0	0	0	0	0	0	0
FBgn0034300	927.281753228962	742.003083801284	664.068981399441	797.503192115155	715.539913389484	756.068344564701	798.710324155361
FBgn0266129	3.50673812674378	0	0	0	0	0	5.24432254862352
FBti0061238	0	0	0	0	0	0	0
FBti0062281	0	0	0	0	0	0	0
FBgn0050076	3.00577553720895	7.77781010273883	1.51960865308797	0.83333666887686	1.23156611598878	7.47103107277373	3.14659352917411
FBti0063241	0	0	0	0	0	0	0
FBti0063179	0	0	0	0	0	0	0
FBgn0265304	0	0	0	0	1.23156611598878	0	0.524432254862352
FBgn0266860	1.50288776860448	1.55556202054777	0	0	0	0	0.524432254862352
FBti0062503	1.00192517906965	4.6666860616433	0	2.50001000663058	3.69469834796635	0	3.67102578403646
FBti0060361	3.00577553720895	14.0000581849299	7.59804326543983	8.3333666887686	17.241925623843	8.96523728732847	4.71989029376116
FBgn0046879	0	0	0	0	0	0	2.62216127431176
FBgn0033792	2.0038503581393	1.55556202054777	4.5588259592639	1.66667333775372	0	2.98841242910949	6.29318705834822
FBgn0035042	0	1.55556202054777	0	0	0	0	1.0488645097247
FBti0063128	2.50481294767413	0	3.03921730617593	0	2.46313223197757	4.48261864366424	1.0488645097247
FBgn0034092	0	0	0	0	0	0	0
FBgn0034121	1.00192517906965	0	3.03921730617593	0	0	0	3.14659352917411
FBti0061872	0.500962589534826	1.55556202054777	0	0	0	0	1.57329676458705
FBgn0034548	2.0038503581393	0	0	0	0	0	1.0488645097247
FBgn0050238	0	1.55556202054777	0	0	0	1.49420621455475	0
FBgn0034345	1737.83922309631	1417.11700071901	1504.41256655709	1574.17296750839	1458.17428133072	1380.64654224858	1699.68493800888
FBgn0265835	0	0	0	0	0	0	0.524432254862352
FBgn0034106	2.0038503581393	1.55556202054777	0	0	0	2.98841242910949	1.0488645097247
FBgn0263113	112.716582645336	146.22282993149	147.402039349533	90.8336969075777	98.5252892791027	124.019115808044	91.7756446009115
FBgn0033581	1019.9598322929	1130.89358893823	1132.10844655053	1003.33734932774	949.537475427353	950.315152456818	835.945014250589
FBti0063047	0	0	0	0	0	0	0
FBgn0265654	0.500962589534826	0	0	0	0	0	0
FBgn0286873	3.50673812674378	0	1.51960865308797	1.66667333775372	2.46313223197757	4.48261864366424	0.524432254862352
FBgn0033876	64.6241740499925	93.333721232866	72.9412153482223	80.8336568810554	89.9043264671812	76.204516942292	97.019967149535
FBgn0053422	0	0	0	0	0	0	0
FBgn0040726	2.50481294767413	0	0	1.66667333775372	0	1.49420621455475	3.14659352917411
FBgn0053357	0	0	0	0	0	0	0
FBgn0265860	0	0	0	0	0	0	0.524432254862352
FBgn0033659	2.50481294767413	3.11112404109553	0	0	2.46313223197757	0	3.67102578403646
FBgn0033826	1.00192517906965	1.55556202054777	1.51960865308797	0	1.23156611598878	0	0
FBgn0050110	0	0	0	0	0	0	1.57329676458705
FBgn0265639	7.51443884302238	15.5556202054777	9.11765191852779	5.83335668213802	3.69469834796635	2.98841242910949	2.09772901944941
FBti0063122	1.00192517906965	0	1.51960865308797	0	2.46313223197757	0	1.57329676458705
FBgn0034031	4.50866330581343	1.55556202054777	4.5588259592639	0.83333666887686	4.92626446395514	2.98841242910949	5.24432254862352
FBgn0033540	327.128570966241	357.779264725986	347.990381557144	370.834817650203	376.859231492568	352.63266663492	459.927087514282
FBti0059871	0	0	0	0	0	0	0
FBti0061157	3.50673812674378	7.77781010273883	1.51960865308797	2.50001000663058	2.46313223197757	2.98841242910949	1.57329676458705
FBgn0085213	2.0038503581393	0	1.51960865308797	3.33334667550744	1.23156611598878	1.49420621455475	2.09772901944941
FBgn0033405	25.5490920662761	23.3334303082165	21.2745211432315	5.00002001326116	11.0840950438991	13.4478559309927	16.7818321555953
FBgn0265963	0	0	0	0	0	1.49420621455475	0
FBgn0003091	11.522139559301	6.22224808219107	4.5588259592639	4.1666833443843	3.69469834796635	2.98841242910949	4.19545803889881
FBgn0033851	0	0	0	0	0	0	0
FBgn0050502	7.01347625348756	14.0000581849299	12.1568692247037	14.1667233709066	34.483851247686	28.3899180765402	17.83069666532
FBgn0034664	0	0	3.03921730617593	0	0	0	1.0488645097247
FBti0060973	2.50481294767413	4.6666860616433	1.51960865308797	5.00002001326116	0	2.98841242910949	2.09772901944941
FBgn0262098	0.500962589534826	0	0	0	0	0	0
FBgn0261429	6.01155107441791	4.6666860616433	7.59804326543983	7.50003001989174	7.3893966959327	11.953649716438	11.0130773521094
FBgn0085242	57.6106977965049	24.8889923287643	44.068650939551	30.8334567484438	28.326020667742	34.3667429347591	65.0295996029316
FBti0019963	0	0	0	0	0	0	0
FBgn0050035	920.268276975475	1155.78258126699	1065.24566581466	1272.50509337496	1677.39304997672	1673.51096030131	1299.54312754891
FBti0064029	0	0	0	0.83333666887686	1.23156611598878	0	0
FBti0062407	7.51443884302238	3.11112404109553	1.51960865308797	2.50001000663058	0	1.49420621455475	2.09772901944941
FBti0063984	2.50481294767413	0	0	0	0	0	1.0488645097247
FBti0061775	0	0	0	0	0	0	0.524432254862352
FBgn0033949	17.0327280441841	17.1111822260254	13.6764778777917	19.1667433841678	20.9366239718093	23.9072994328759	22.0261547042188
FBgn0027535	826.087310142927	925.559402225921	834.265150545293	987.503952619079	801.749541508698	909.97158466384	831.225123956827
FBti0063070	5.51058848488308	6.22224808219107	0	0.83333666887686	1.23156611598878	1.49420621455475	2.09772901944941
FBgn0034814	223.930277522067	255.112171369834	285.686426780537	282.501130749255	277.102376097476	270.451324834409	216.066089003289
FBti0062393	0	0	0	0	0	0	0.524432254862352
FBti0063267	0	0	0	0	0	0	2.62216127431176
FBgn0033458	43.5837452895298	18.6667442465732	28.8725644086713	19.1667433841678	60.3467396834504	53.7914237239708	65.0295996029316
FBgn0085263	0.500962589534826	1.55556202054777	1.51960865308797	0	1.23156611598878	0	2.62216127431176
FBgn0267990	0.500962589534826	0	1.51960865308797	0	1.23156611598878	1.49420621455475	1.0488645097247
FBgn0004055	1349.09225361729	1274.00529482862	1312.941876268	1523.3394307069	1301.76538460014	1295.47678801896	1343.59543695734
FBti0063699	0	0	0	0	0	0	0
FBti0019000	4.0077007162786	6.22224808219107	10.6372605716158	6.66669335101488	13.5472272758766	23.9072994328759	17.83069666532
FBgn0063496	0.500962589534826	0	1.51960865308797	5.00002001326116	2.46313223197757	0	2.09772901944941
FBgn0082935	0	0	0	0	0	0	0
FBgn0034646	812.060357635952	757.558704006762	773.480804421774	749.169665320297	852.243752264239	854.685954725314	624.598815541061
FBgn0085425	76.6472761988283	108.889341438344	101.813779756894	77.5003102055479	80.051797539271	74.7103107277373	61.3585738188951
FBgn0034474	1.00192517906965	0	0	0.83333666887686	1.23156611598878	0	0.524432254862352
FBgn0027066	2915.10130850315	3461.12549571878	3481.42342422453	4575.85164880284	3204.53503380282	3671.26466916101	3479.08357875684
FBgn0035022	0	0	0	0	0	0	3.67102578403646
FBgn0053200	2.0038503581393	0	0	1.66667333775372	2.46313223197757	0	2.62216127431176
FBti0062523	0	0	0	0	0	0	0
FBti0062357	2.50481294767413	0	3.03921730617593	2.50001000663058	1.23156611598878	5.97682485821898	1.57329676458705
FBti0062617	0	0	0	0	0	0	0
FBgn0034513	0	0	0	0	0	0	0.524432254862352
FBgn0034866	0.500962589534826	0	0	0	0	0	0.524432254862352
FBti0063709	0	0	0	0	0	0	0
FBgn0263659	397.263333501117	298.667907945171	159.558908574236	127.50051033816	97.293723163114	110.571259877051	233.372353413746
FBti0061183	0	0	0	0	0	0	0.524432254862352
FBgn0034842	1.00192517906965	0	0	0	0	0	0.524432254862352
FBgn0040005	507.976065788313	340.668082499961	375.343337312727	640.835898366305	298.039000069286	315.277511271051	690.677279653717
FBgn0041582	818.572871299905	967.559576780711	790.196499605742	829.169985532475	864.559413424126	905.488966020176	803.954646703985
FBgn0063492	477.918310416224	406.001687362967	465.000247844917	457.501831213396	804.212673740676	715.724776771723	784.550653274078
FBgn0034279	11.0211769697662	18.6667442465732	16.7156951839676	11.666713364276	11.0840950438991	20.9188870037664	17.83069666532
FBgn0034154	4.0077007162786	6.22224808219107	3.03921730617593	7.50003001989174	3.69469834796635	7.47103107277373	10.488645097247
FBgn0033309	624.199386560393	659.558296712253	650.392503521649	662.502651757103	766.034124145024	691.817477338847	593.657312504182
FBti0063190	0	0	0	0	0	0	0
FBgn0033603	3.00577553720895	0	0	2.50001000663058	1.23156611598878	0	5.76875480348587
FBti0061323	0	0	0	0	0	0	0
FBti0019008	3.50673812674378	0	3.03921730617593	0.83333666887686	2.46313223197757	0	1.57329676458705
FBgn0035010	3.00577553720895	1.55556202054777	0	2.50001000663058	1.23156611598878	0	2.62216127431176
FBgn0265299	0	0	0	0	0	0	0
FBgn0015300	2.50481294767413	0	1.51960865308797	0	0	0	4.19545803889881
FBgn0053470	0	0	0	0	0	0	0
FBgn0266813	0	0	0	0	0	0	0
FBgn0033702	4.50866330581343	4.6666860616433	4.5588259592639	5.00002001326116	14.7787933918654	17.9304745746569	8.91534833265998
FBti0061423	0	0	0	0	0	0	0
FBti0018901	0	0	0	0	0	0	0
FBgn0264298	0	0	0	0	0	0	0
FBgn0027590	554.565586615052	541.335583150623	522.74537666226	598.335728253585	407.648384392288	386.999409569679	348.223017228601
FBgn0263656	7.01347625348756	6.22224808219107	4.5588259592639	15.8333967086603	2.46313223197757	8.96523728732847	29.892638527154
FBgn0010531	180.346532232537	124.444961643821	179.31382106438	175.000700464141	217.987202530015	200.223632750336	188.271179495584
FBgn0034783	0	0	1.51960865308797	0	0	0	0
FBgn0033889	6729.43046522131	6343.58191979379	5855.05214034793	6445.85913376251	5861.02314599062	6127.73968588901	6162.07899463263
FBgn0034139	17.5336906337189	15.5556202054777	21.2745211432315	19.1667433841678	48.0310785235626	35.8609491493139	38.807986859814
FBgn0033033	2115.06405301603	2087.5642315751	1837.20686158335	1932.50773512544	1535.76294663801	1488.22938969653	1518.75581008137
FBgn0033716	258.49669619997	224.000930958878	268.97073159657	272.501090722733	199.513710790183	204.706251394	206.626308415767
FBgn0086669	4.50866330581343	3.11112404109553	0	0.83333666887686	0	0	1.57329676458705
FBgn0050467	142.774338017425	245.778799246547	223.382472003931	190.000760503924	225.376599225948	254.015056474307	197.710960083107
FBgn0035047	226.936053059276	245.778799246547	224.902080657019	233.334267285521	246.313223197757	259.991881332526	205.577443906042
FBgn0014020	12686.8775799695	8991.14847876609	9207.30882905998	13911.7223502303	8816.7818243637	8878.5733268843	12418.5557951405
FBti0061199	6.01155107441791	4.6666860616433	15.1960865308797	9.16670335764546	20.9366239718093	25.4015056474307	9.96421284238468
FBgn0034558	5.51058848488308	4.6666860616433	7.59804326543983	1.66667333775372	11.0840950438991	2.98841242910949	4.71989029376116
FBgn0034294	0.500962589534826	0	1.51960865308797	0.83333666887686	1.23156611598878	1.49420621455475	0.524432254862352
FBti0062306	0.500962589534826	0	0	0	0	0	0.524432254862352
FBgn0033518	13.5259899174403	18.6667442465732	6.07843461235186	10.0000400265223	1.23156611598878	5.97682485821898	3.14659352917411
FBgn0261067	253.487070304622	217.778682876687	209.705994126139	193.334107179431	179.808652934362	164.362683601022	175.160373124025
FBgn0082972	1.50288776860448	1.55556202054777	0	0.83333666887686	0	0	1.57329676458705
FBgn0010415	2276.87496943578	2067.34192530798	1726.27542990793	1950.84114184073	2056.71541370127	1952.92752242305	2223.06832836151
FBti0061293	0	0	0	0	0	0	0
FBtr0309613_df_nrg	0	0	0	0	0	0	0
FBti0018937	0.500962589534826	1.55556202054777	1.51960865308797	0	2.46313223197757	4.48261864366424	1.57329676458705
FBgn0033793	1.00192517906965	3.11112404109553	1.51960865308797	0.83333666887686	0	0	2.09772901944941
FBgn0261581	0.500962589534826	0	0	0	0	0	0
FBgn0033048	4.0077007162786	1.55556202054777	4.5588259592639	4.1666833443843	4.92626446395514	4.48261864366424	4.19545803889881
FBgn0034096	1.00192517906965	0	0	0	0	0	1.0488645097247
FBti0019972	0	0	0	0	0	0	0
FBgn0026238	657.262917469691	639.335990445132	542.500289152404	765.836398697834	509.868372019357	455.732895439197	954.46670384948
FBgn0023477	1255.41224937427	1568.00651671215	1642.69695398809	1585.00634420379	2353.52284765457	2293.60653934153	1826.07311143071
FBgn0003748	764.969874219679	687.558413082113	686.86311119576	800.836538790662	1511.13162431824	1562.93970042426	1560.1859582155
FBti0059995	0	0	0	0	0	0	0
FBgn0041087	807.551694330139	812.003374725934	861.618106300876	1975.00790523816	1910.1590458986	1851.32149983333	1662.97468016852
FBgn0035041	3.00577553720895	1.55556202054777	3.03921730617593	0.83333666887686	8.62096281192149	5.97682485821898	5.24432254862352
FBgn0034479	12.5240647383706	4.6666860616433	10.6372605716158	10.8333766953992	13.5472272758766	13.4478559309927	13.6352386264211
FBgn0050293	1.00192517906965	0	1.51960865308797	0.83333666887686	3.69469834796635	0	1.0488645097247
FBti0060861	2.0038503581393	0	0	0	0	0	2.09772901944941
FBgn0263780	7.51443884302238	6.22224808219107	13.6764778777917	10.8333766953992	4.92626446395514	4.48261864366424	20.4528579396317
FBgn0034045	4.0077007162786	0	3.03921730617593	0.83333666887686	1.23156611598878	0	1.57329676458705
FBgn0026261	367.706540718562	290.890097842432	344.951164250968	383.334867683355	352.227909172792	349.64425420581	383.359978304379
FBgn0028382	292.061189698803	197.556376609566	267.451122943482	261.667714027334	258.628884357645	254.015056474307	267.984882234662
FBgn0264753	171.830168210445	203.778624691757	208.186385473051	163.333987099864	22.1681900877981	13.4478559309927	22.0261547042188
FBgn0286890	377.224829919724	395.112753219133	313.039382536121	211.667513894722	209.366239718093	206.200457608555	243.336566256131
FBgn0033429	63.121286281388	51.3335466780763	82.0588672667501	62.5002501657645	99.7568553950915	70.227692084073	101.739857443296
FBgn0033904	3.00577553720895	7.77781010273883	3.03921730617593	0.83333666887686	2.46313223197757	4.48261864366424	3.14659352917411
FBgn0016701	783.004527442932	656.447172671157	756.765109237807	691.669435167793	641.645946430157	649.979703331314	721.094350435734
FBgn0266040	0	0	0	0	0	0	0
FBgn0260768	148.785889091843	124.444961643821	138.284387431005	138.333887033559	197.050578558205	194.246807892117	192.991069789345
FBgn0034768	0	0	1.51960865308797	0	0	0	0.524432254862352
FBgn0034400	6654.28607679109	7234.91895756766	6204.56213055816	7312.52926939444	4736.60328209286	4814.33242329539	4490.18896613145
FBgn0086021	0.500962589534826	1.55556202054777	0	0.83333666887686	0	0	0
FBgn0287216	0	0	0	0	0	0	0
FBgn0022987	908.746137416174	762.225390068405	727.892544829135	839.170025558998	761.107859681069	697.794302197066	825.456369153341
FBgn0034180	2169.66897527533	2070.45304934908	1907.1088596254	2153.34195237781	1986.51614508991	2078.44084444565	2300.68430208114
FBgn0034447	1082.58015598476	1107.56015863001	1132.10844655053	1307.50523346779	972.93723163114	908.477378449285	887.863807481961
FBgn0034948	1015.45116898709	1084.22672832179	1241.52026957287	1322.50529350758	1210.62949201697	1198.35338407291	1173.67938638194
FBgn0033115	153.294552397657	141.556143869847	173.235386452028	119.167143649391	205.671541370127	197.235220321226	211.346198709528
FBgn0265765	0	0	0	0	0	0	1.0488645097247
FBtr0472804_df_nrg	0	0	0	0	0	0	0
FBti0063154	0.500962589534826	0	0	0	0	0	0
FBgn0033041	1.00192517906965	0	1.51960865308797	0.83333666887686	0	0	5.24432254862352
FBgn0085220	218.920651626719	141.556143869847	196.029516248348	212.500850563599	187.198049630295	227.119344612321	234.421217923471
FBgn0034893	219.922576805788	177.334070342445	200.588342207611	210.834177225846	192.12431409425	194.246807892117	169.39161832054
FBgn0034215	400.77007162786	378.001570993107	417.89237959919	486.668614624086	374.39609926059	410.906709002555	328.819023798694
FBtr0472750_df_nrg	0	0	0	0	0	0	0
FBgn0034023	1.50288776860448	0	1.51960865308797	0	0	0	1.0488645097247
FBgn0262385	0	0	0	0	0	0	0
FBti0061265	0	0	0	0	0	0	0
FBti0019022	1.00192517906965	1.55556202054777	3.03921730617593	1.66667333775372	0	1.49420621455475	0.524432254862352
FBgn0035057	4.0077007162786	4.6666860616433	9.11765191852779	2.50001000663058	3.69469834796635	8.96523728732847	4.19545803889881
FBti0061895	35.5683438569726	23.3334303082165	15.1960865308797	20.8334167219215	14.7787933918654	10.4594435018832	34.6125288209152
FBgn0265857	0	0	0	0	0	0	0
FBgn0260398	0	0	0	0	0	0	0
FBgn0034084	244.469743692995	230.223179041069	252.255036412602	255.001020676319	302.965264533241	236.08458189965	222.883708316499
FBgn0264539	9.51828920116169	3.11112404109553	6.07843461235186	9.16670335764546	13.5472272758766	14.9420621455475	13.6352386264211
FBgn0025878	2.0038503581393	4.6666860616433	0	0	1.23156611598878	1.49420621455475	2.09772901944941
FBti0063259	1.00192517906965	0	0	0	1.23156611598878	0	1.0488645097247
FBti0063760	0	0	0	0	0	0	0
FBgn0033544	708.862064191778	469.779730205425	499.951246865941	557.502231478619	475.384520771671	484.122813515738	701.690357005827
FBgn0250868	177.841719284863	118.22271356163	112.451040328509	208.334167219215	124.388177714867	122.524909593489	226.554734100536
FBgn0033287	5.00962589534826	3.11112404109553	3.03921730617593	0.83333666887686	2.46313223197757	2.98841242910949	6.81761931321057
FBgn0020279	9751.23680529538	14395.170938149	11059.7117771742	10638.375914882	11361.1974199965	12068.7035949587	7809.32070715528
FBgn0033865	2.0038503581393	0	0	0	0	0	0
FBgn0262988	0	0	0	0	0	0	0
FBgn0033753	2.0038503581393	0	1.51960865308797	0	0	0	1.0488645097247
FBti0059886	0	0	0	0	0	0	0
FBgn0034968	27427.7017770317	24893.6590148259	30010.7512898342	22502.5900696818	26011.9079357991	23952.1256193126	21409.9468047555
FBgn0050379	0	0	0	0	0	1.49420621455475	0
FBti0061161	0	0	0	0.83333666887686	0	0	0
FBti0018958	0.500962589534826	0	3.03921730617593	0	0	2.98841242910949	0
FBgn0054021	0	1.55556202054777	1.51960865308797	0.83333666887686	0	0	1.0488645097247
FBti0060278	0	0	0	0	0	0	0
FBti0062540	0.500962589534826	0	1.51960865308797	0	0	1.49420621455475	3.14659352917411
FBgn0034731	1.50288776860448	0	0	0.83333666887686	0	0	4.19545803889881
FBgn0286782	504.970290251104	521.113276883502	427.010031517718	363.334787630311	299.270566185275	271.945531048964	221.310411551912
FBgn0265051	0	0	0	0	0	1.49420621455475	0.524432254862352
FBgn0050249	0	0	0	0	0	0	0
FBti0018907	0	0	0	0	0	0	0
FBti0061001	0.500962589534826	1.55556202054777	1.51960865308797	0	1.23156611598878	1.49420621455475	1.0488645097247
FBti0062430	0	0	0	0	1.23156611598878	0	0
FBgn0011556	0.500962589534826	0	0	0	0	0	0
FBgn0021872	14246.3741211914	14616.0607450668	15217.3610520229	15871.7301954287	16016.5173384341	14755.2863687281	12338.8420924014
FBti0063211	0	0	0	0	0	0	0
FBti0061690	0	1.55556202054777	0	2.50001000663058	0	0	0.524432254862352
FBti0064009	0	0	0	0	0	0	0
FBgn0283510	876.684531685945	914.670468082086	923.922061077483	924.170365784437	838.696524988362	823.307624219665	650.295996029316
FBgn0013763	28253.7890871746	33995.2523970509	41258.8945399913	29132.6166072661	23463.7976418183	22203.9043482835	18195.1770824493
FBti0019007	4.0077007162786	12.4444961643821	9.11765191852779	4.1666833443843	14.7787933918654	16.4362683601022	2.62216127431176
FBgn0003071	1324.54508673008	1686.22923027378	1568.23612998678	1152.5046130567	1641.67763261305	1416.5074913979	1177.35041216598
FBgn0266630	5.00962589534826	3.11112404109553	0	0.83333666887686	0	0	7.34205156807292
FBti0061631	1.00192517906965	3.11112404109553	0	0	0	0	1.57329676458705
FBgn0034067	88.6703783476641	107.333779417796	115.490257634685	81.6669935499322	213.06093806606	212.177282466774	168.867186065677
FBgn0034456	1.00192517906965	0	0	0	0	0	1.0488645097247
FBgn0016053	1.50288776860448	0	0	0	0	0	0
FBgn0011888	0	0	0	0	0	0	0
FBgn0265649	0.500962589534826	0	0	0	0	0	0
FBgn0034521	502.46547730343	542.89114517117	580.490505479603	557.502231478619	613.319925762415	667.910177905971	457.829358494833
FBti0064246	0	0	0	0	0	0	0
FBtr0472801_df_nrg	0	0	0	0	0	0	0
FBti0060381	1.50288776860448	0	3.03921730617593	0.83333666887686	0	4.48261864366424	1.0488645097247
FBti0064295	0	0	0	0	0	0	0
FBti0018887	0	0	0	0	0	0	0
FBgn0262565	0	0	0	0.83333666887686	1.23156611598878	0	0.524432254862352
FBgn0034156	4.0077007162786	1.55556202054777	1.51960865308797	2.50001000663058	1.23156611598878	0	3.14659352917411
FBgn0034033	133.256048816264	96.4448452739615	113.970648981597	125.833837000406	144.093235570688	121.030703378934	125.339308912102
FBgn0262819	0	0	0	0	0	0	0
FBti0064284	0	0	0	0	0	0	0
FBgn0053752	0.500962589534826	0	0	0	0	0	0
FBgn0260799	1099.11192143941	886.670351712227	759.804326543983	1303.33855012341	736.476537361293	823.307624219665	1583.26097742944
FBgn0259727	0	0	0	0	0	0	0
FBti0060575	0	0	0	0	0	0	0
FBgn0034997	4405.96597495879	4926.46491907478	4771.57117069621	4793.3525193797	5780.97134845135	6021.65104465562	5008.85246619032
FBti0064056	0	0	0	0	0	0	0
FBti0019036	0	0	0	0	0	0	0
FBgn0033981	1.50288776860448	1.55556202054777	3.03921730617593	2.50001000663058	2.46313223197757	2.98841242910949	3.67102578403646
FBgn0033233	168.323430083701	136.889457808203	139.803996084093	151.667273735588	133.009140526789	156.891652528248	174.635940869163
FBti0060407	0	0	0	0	0	0	0
FBgn0013954	4790.204281132	4173.57290112966	4850.59082065679	4726.68558586955	5445.9853649024	5397.07284697174	4610.28395249493
FBti0064051	0	0	0	0	0	0	0
FBgn0034269	851.135439619669	903.781533938252	901.127931281163	924.170365784437	869.485677888082	781.469850212132	721.094350435734
FBti0019267	0	0	0	0.83333666887686	0	1.49420621455475	0
FBti0061565	0	0	0	0	0	0	0.524432254862352
FBti0019006	1.00192517906965	1.55556202054777	1.51960865308797	0.83333666887686	0	1.49420621455475	0.524432254862352
FBti0061799	0	0	0	0	0	0	0
FBti0060542	0	0	0	0	0	0	0
FBgn0003527	27.5529424244154	37.3334884931464	36.4706076741112	36.6668134305818	24.6313223197757	25.4015056474307	24.1238837236682
FBgn0016641	694.334149095268	726.447463595807	583.529722785779	680.002721803517	644.109078662134	636.531847400322	601.523796327117
FBgn0262690	0.500962589534826	0	0	0	0	0	0
FBgn0033199	238.959155208112	309.556842089005	273.529557555834	193.334107179431	298.039000069286	237.578788114205	204.528579396317
FBgn0034511	0.500962589534826	0	0	0	0	0	1.0488645097247
FBgn0033494	125.240647383706	132.22277174656	129.166735512477	87.5003502320703	116.998781018934	110.571259877051	117.997257344029
FBgn0053402	0	0	0	0	0	0	0
FBgn0033871	90.6742287058034	56.0002327397196	59.2647374704306	74.1669635300405	66.5045702633943	38.8493615784234	90.2023478363245
